Tree	R-F_Cluster	R-F_Cluster_toYuleAvg	R-F_Cluster_toUnifAvg
68356	2.0000	1.2369	1.2315
68357	2.0000	1.2369	1.2315
68358	2.0000	1.2369	1.2315
68359	2.0000	1.2369	1.2315
68360	2.0000	1.2369	1.2315
68361	2.0000	1.2369	1.2315
68362	2.0000	1.2369	1.2315
68363	1.0000	0.6184	0.6158
68364	2.0000	1.2369	1.2315
68365	2.0000	1.2369	1.2315
68366	2.0000	1.2369	1.2315
68367	2.0000	1.2369	1.2315
68368	2.0000	1.2369	1.2315
68369	2.0000	1.2369	1.2315
68370	1.0000	0.6184	0.6158
68371	2.0000	1.2369	1.2315
68372	2.0000	1.2369	1.2315
68373	2.0000	1.2369	1.2315
68374	1.0000	0.6184	0.6158
68375	2.0000	1.2369	1.2315
68376	2.0000	1.2369	1.2315
68377	1.0000	0.6184	0.6158
68378	1.0000	0.6184	0.6158
68379	1.0000	0.6184	0.6158
68380	1.0000	0.6184	0.6158
68381	2.0000	1.2369	1.2315
68382	0.0000	0.0000	0.0000
68383	2.0000	1.2369	1.2315
68384	2.0000	1.2369	1.2315
68385	2.0000	1.2369	1.2315
68386	2.0000	1.2369	1.2315
68387	1.0000	0.6184	0.6158
68388	1.0000	0.6184	0.6158
68389	0.0000	0.0000	0.0000
68390	2.0000	1.2369	1.2315
68391	2.0000	1.2369	1.2315
68392	0.0000	0.0000	0.0000
68393	1.0000	0.6184	0.6158
68394	1.0000	0.6184	0.6158
68395	1.0000	0.6184	0.6158
68396	2.0000	1.2369	1.2315
68397	2.0000	1.2369	1.2315
68398	2.0000	1.2369	1.2315
68399	2.0000	1.2369	1.2315
68400	2.0000	1.2369	1.2315
68401	2.0000	1.2369	1.2315
68402	2.0000	1.2369	1.2315
68403	1.0000	0.6184	0.6158
68404	2.0000	1.2369	1.2315
68405	2.0000	1.2369	1.2315
68406	2.0000	1.2369	1.2315
68407	2.0000	1.2369	1.2315
68408	1.0000	0.6184	0.6158
68409	2.0000	1.2369	1.2315
68410	2.0000	1.2369	1.2315
68411	2.0000	1.2369	1.2315
68412	2.0000	1.2369	1.2315
68413	1.0000	0.6184	0.6158
68414	1.0000	0.6184	0.6158
68415	2.0000	1.2369	1.2315
68416	1.0000	0.6184	0.6158
68417	2.0000	1.2369	1.2315
68418	1.0000	0.6184	0.6158
68419	2.0000	1.2369	1.2315
68420	2.0000	1.2369	1.2315
68421	2.0000	1.2369	1.2315
68422	1.0000	0.6184	0.6158
68423	1.0000	0.6184	0.6158
68424	2.0000	1.2369	1.2315
68425	2.0000	1.2369	1.2315
68426	1.0000	0.6184	0.6158
68427	1.0000	0.6184	0.6158
68428	2.0000	1.2369	1.2315
68429	2.0000	1.2369	1.2315
68430	1.0000	0.6184	0.6158
68431	1.0000	0.6184	0.6158
68432	2.0000	1.2369	1.2315
68433	2.0000	1.2369	1.2315
68434	2.0000	1.2369	1.2315
68435	2.0000	1.2369	1.2315
68436	2.0000	1.2369	1.2315
68437	2.0000	1.2369	1.2315
68438	1.0000	0.6184	0.6158
68439	0.0000	0.0000	0.0000
68440	1.0000	0.6184	0.6158
68441	2.0000	1.2369	1.2315
68442	2.0000	1.2369	1.2315
68443	2.0000	1.2369	1.2315
68444	1.0000	0.6184	0.6158
68445	1.0000	0.6184	0.6158
68446	1.0000	0.6184	0.6158
68447	2.0000	1.2369	1.2315
68448	0.0000	0.0000	0.0000
68449	2.0000	1.2369	1.2315
68450	2.0000	1.2369	1.2315
68451	2.0000	1.2369	1.2315
68452	2.0000	1.2369	1.2315
68453	1.0000	0.6184	0.6158
68454	2.0000	1.2369	1.2315
68455	1.0000	0.6184	0.6158
68456	2.0000	1.2369	1.2315
68457	2.0000	1.2369	1.2315
68458	2.0000	1.2369	1.2315
68459	1.0000	0.6184	0.6158
68460	2.0000	1.2369	1.2315
68461	1.0000	0.6184	0.6158
68462	2.0000	1.2369	1.2315
68463	2.0000	1.2369	1.2315
68464	1.0000	0.6184	0.6158
68465	2.0000	1.2369	1.2315
68466	2.0000	1.2369	1.2315
68467	1.0000	0.6184	0.6158
68468	2.0000	1.2369	1.2315
68469	1.0000	0.6184	0.6158
68470	2.0000	1.2369	1.2315
68471	1.0000	0.6184	0.6158
68472	2.0000	1.2369	1.2315
68473	2.0000	1.2369	1.2315
68474	2.0000	1.2369	1.2315
68475	2.0000	1.2369	1.2315
68476	1.0000	0.6184	0.6158
68477	2.0000	1.2369	1.2315
68478	1.0000	0.6184	0.6158
68479	2.0000	1.2369	1.2315
68480	2.0000	1.2369	1.2315
68481	2.0000	1.2369	1.2315
68482	2.0000	1.2369	1.2315
68483	2.0000	1.2369	1.2315
68484	2.0000	1.2369	1.2315
68485	2.0000	1.2369	1.2315
68486	1.0000	0.6184	0.6158
68487	2.0000	1.2369	1.2315
68488	1.0000	0.6184	0.6158
68489	2.0000	1.2369	1.2315
68490	1.0000	0.6184	0.6158
68491	2.0000	1.2369	1.2315
68492	2.0000	1.2369	1.2315
68493	2.0000	1.2369	1.2315
68494	2.0000	1.2369	1.2315
68495	2.0000	1.2369	1.2315
68496	1.0000	0.6184	0.6158
68497	2.0000	1.2369	1.2315
68498	2.0000	1.2369	1.2315
68499	2.0000	1.2369	1.2315
68500	2.0000	1.2369	1.2315
68501	2.0000	1.2369	1.2315
68502	2.0000	1.2369	1.2315
68503	2.0000	1.2369	1.2315
68504	2.0000	1.2369	1.2315
68505	2.0000	1.2369	1.2315
68506	1.0000	0.6184	0.6158
68507	2.0000	1.2369	1.2315
68508	2.0000	1.2369	1.2315
68509	2.0000	1.2369	1.2315
68510	1.0000	0.6184	0.6158
68511	2.0000	1.2369	1.2315
68512	2.0000	1.2369	1.2315
68513	2.0000	1.2369	1.2315
68514	2.0000	1.2369	1.2315
68515	2.0000	1.2369	1.2315
68516	0.0000	0.0000	0.0000
68517	2.0000	1.2369	1.2315
68518	2.0000	1.2369	1.2315
68519	0.0000	0.0000	0.0000
68520	2.0000	1.2369	1.2315
68521	2.0000	1.2369	1.2315
68522	1.0000	0.6184	0.6158
68523	1.0000	0.6184	0.6158
68524	2.0000	1.2369	1.2315
68525	2.0000	1.2369	1.2315
68526	1.0000	0.6184	0.6158
68527	2.0000	1.2369	1.2315
68528	2.0000	1.2369	1.2315
68529	2.0000	1.2369	1.2315
68530	2.0000	1.2369	1.2315
68531	2.0000	1.2369	1.2315
68532	2.0000	1.2369	1.2315
68533	1.0000	0.6184	0.6158
68534	2.0000	1.2369	1.2315
68535	1.0000	0.6184	0.6158
68536	2.0000	1.2369	1.2315
68537	2.0000	1.2369	1.2315
68538	2.0000	1.2369	1.2315
68539	2.0000	1.2369	1.2315
68540	2.0000	1.2369	1.2315
68541	2.0000	1.2369	1.2315
68542	2.0000	1.2369	1.2315
68543	0.0000	0.0000	0.0000
68544	2.0000	1.2369	1.2315
68545	2.0000	1.2369	1.2315
68546	2.0000	1.2369	1.2315
68547	0.0000	0.0000	0.0000
68548	2.0000	1.2369	1.2315
68549	2.0000	1.2369	1.2315
68550	2.0000	1.2369	1.2315
68551	2.0000	1.2369	1.2315
68552	1.0000	0.6184	0.6158
68553	2.0000	1.2369	1.2315
68554	1.0000	0.6184	0.6158
68555	2.0000	1.2369	1.2315
68556	1.0000	0.6184	0.6158
68557	2.0000	1.2369	1.2315
68558	2.0000	1.2369	1.2315
68559	2.0000	1.2369	1.2315
68560	2.0000	1.2369	1.2315
68561	2.0000	1.2369	1.2315
68562	2.0000	1.2369	1.2315
68563	1.0000	0.6184	0.6158
68564	1.0000	0.6184	0.6158
68565	2.0000	1.2369	1.2315
68566	2.0000	1.2369	1.2315
68567	2.0000	1.2369	1.2315
68568	2.0000	1.2369	1.2315
68569	2.0000	1.2369	1.2315
68570	2.0000	1.2369	1.2315
68571	2.0000	1.2369	1.2315
68572	2.0000	1.2369	1.2315
68573	2.0000	1.2369	1.2315
68574	2.0000	1.2369	1.2315
68575	2.0000	1.2369	1.2315
68576	1.0000	0.6184	0.6158
68577	0.0000	0.0000	0.0000
68578	1.0000	0.6184	0.6158
68579	2.0000	1.2369	1.2315
68580	2.0000	1.2369	1.2315
68581	0.0000	0.0000	0.0000
68582	2.0000	1.2369	1.2315
68583	1.0000	0.6184	0.6158
68584	1.0000	0.6184	0.6158
68585	2.0000	1.2369	1.2315
68586	2.0000	1.2369	1.2315
68587	1.0000	0.6184	0.6158
68588	2.0000	1.2369	1.2315
68589	1.0000	0.6184	0.6158
68590	1.0000	0.6184	0.6158
68591	2.0000	1.2369	1.2315
68592	2.0000	1.2369	1.2315
68593	2.0000	1.2369	1.2315
68594	2.0000	1.2369	1.2315
68595	2.0000	1.2369	1.2315
68596	2.0000	1.2369	1.2315
68597	2.0000	1.2369	1.2315
68598	2.0000	1.2369	1.2315
68599	2.0000	1.2369	1.2315
68600	2.0000	1.2369	1.2315
68601	2.0000	1.2369	1.2315
68602	2.0000	1.2369	1.2315
68603	2.0000	1.2369	1.2315
68604	1.0000	0.6184	0.6158
68605	1.0000	0.6184	0.6158
68606	0.0000	0.0000	0.0000
68607	2.0000	1.2369	1.2315
68608	2.0000	1.2369	1.2315
68609	1.0000	0.6184	0.6158
68610	2.0000	1.2369	1.2315
68611	2.0000	1.2369	1.2315
68612	1.0000	0.6184	0.6158
68613	1.0000	0.6184	0.6158
68614	1.0000	0.6184	0.6158
68615	2.0000	1.2369	1.2315
68616	1.0000	0.6184	0.6158
68617	2.0000	1.2369	1.2315
68618	2.0000	1.2369	1.2315
68619	2.0000	1.2369	1.2315
68620	1.0000	0.6184	0.6158
68621	2.0000	1.2369	1.2315
68622	2.0000	1.2369	1.2315
68623	2.0000	1.2369	1.2315
68624	2.0000	1.2369	1.2315
68625	2.0000	1.2369	1.2315
68626	2.0000	1.2369	1.2315
68627	2.0000	1.2369	1.2315
68628	2.0000	1.2369	1.2315
68629	0.0000	0.0000	0.0000
68630	2.0000	1.2369	1.2315
68631	1.0000	0.6184	0.6158
68632	2.0000	1.2369	1.2315
68633	1.0000	0.6184	0.6158
68634	2.0000	1.2369	1.2315
68635	2.0000	1.2369	1.2315
68636	2.0000	1.2369	1.2315
68637	1.0000	0.6184	0.6158
68638	2.0000	1.2369	1.2315
68639	2.0000	1.2369	1.2315
68640	1.0000	0.6184	0.6158
68641	2.0000	1.2369	1.2315
68642	1.0000	0.6184	0.6158
68643	1.0000	0.6184	0.6158
68644	2.0000	1.2369	1.2315
68645	2.0000	1.2369	1.2315
68646	2.0000	1.2369	1.2315
68647	2.0000	1.2369	1.2315
68648	2.0000	1.2369	1.2315
68649	2.0000	1.2369	1.2315
68650	2.0000	1.2369	1.2315
68651	1.0000	0.6184	0.6158
68652	2.0000	1.2369	1.2315
68653	2.0000	1.2369	1.2315
68654	2.0000	1.2369	1.2315
68655	2.0000	1.2369	1.2315
68656	2.0000	1.2369	1.2315
68657	2.0000	1.2369	1.2315
68658	2.0000	1.2369	1.2315
68659	2.0000	1.2369	1.2315
68660	2.0000	1.2369	1.2315
68661	0.0000	0.0000	0.0000
68662	2.0000	1.2369	1.2315
68663	2.0000	1.2369	1.2315
68664	2.0000	1.2369	1.2315
68665	2.0000	1.2369	1.2315
68666	2.0000	1.2369	1.2315
68667	2.0000	1.2369	1.2315
68668	2.0000	1.2369	1.2315
68669	1.0000	0.6184	0.6158
68670	2.0000	1.2369	1.2315
68671	1.0000	0.6184	0.6158
68672	2.0000	1.2369	1.2315
68673	2.0000	1.2369	1.2315
68674	1.0000	0.6184	0.6158
68675	0.0000	0.0000	0.0000
68676	2.0000	1.2369	1.2315
68677	2.0000	1.2369	1.2315
68678	1.0000	0.6184	0.6158
68679	2.0000	1.2369	1.2315
68680	2.0000	1.2369	1.2315
68681	2.0000	1.2369	1.2315
68682	2.0000	1.2369	1.2315
68683	2.0000	1.2369	1.2315
68684	2.0000	1.2369	1.2315
68685	1.0000	0.6184	0.6158
68686	1.0000	0.6184	0.6158
68687	2.0000	1.2369	1.2315
68688	2.0000	1.2369	1.2315
68689	2.0000	1.2369	1.2315
68690	2.0000	1.2369	1.2315
68691	2.0000	1.2369	1.2315
68692	1.0000	0.6184	0.6158
68693	0.0000	0.0000	0.0000
68694	2.0000	1.2369	1.2315
68695	2.0000	1.2369	1.2315
68696	1.0000	0.6184	0.6158
68697	2.0000	1.2369	1.2315
68698	2.0000	1.2369	1.2315
68699	2.0000	1.2369	1.2315
68700	2.0000	1.2369	1.2315
68701	2.0000	1.2369	1.2315
68702	2.0000	1.2369	1.2315
68703	2.0000	1.2369	1.2315
68704	2.0000	1.2369	1.2315
68705	2.0000	1.2369	1.2315
68706	1.0000	0.6184	0.6158
68707	2.0000	1.2369	1.2315
68708	2.0000	1.2369	1.2315
68709	2.0000	1.2369	1.2315
68710	2.0000	1.2369	1.2315
68711	2.0000	1.2369	1.2315
68712	1.0000	0.6184	0.6158
68713	1.0000	0.6184	0.6158
68714	2.0000	1.2369	1.2315
68715	1.0000	0.6184	0.6158
68716	1.0000	0.6184	0.6158
68717	2.0000	1.2369	1.2315
68718	2.0000	1.2369	1.2315
68719	1.0000	0.6184	0.6158
68720	2.0000	1.2369	1.2315
68721	1.0000	0.6184	0.6158
68722	1.0000	0.6184	0.6158
68723	1.0000	0.6184	0.6158
68724	1.0000	0.6184	0.6158
68725	2.0000	1.2369	1.2315
68726	2.0000	1.2369	1.2315
68727	0.0000	0.0000	0.0000
68728	2.0000	1.2369	1.2315
68729	2.0000	1.2369	1.2315
68730	2.0000	1.2369	1.2315
68731	2.0000	1.2369	1.2315
68732	2.0000	1.2369	1.2315
68733	1.0000	0.6184	0.6158
68734	2.0000	1.2369	1.2315
68735	2.0000	1.2369	1.2315
68736	2.0000	1.2369	1.2315
68737	2.0000	1.2369	1.2315
68738	2.0000	1.2369	1.2315
68739	2.0000	1.2369	1.2315
68740	1.0000	0.6184	0.6158
68741	2.0000	1.2369	1.2315
68742	2.0000	1.2369	1.2315
68743	2.0000	1.2369	1.2315
68744	1.0000	0.6184	0.6158
68745	2.0000	1.2369	1.2315
68746	2.0000	1.2369	1.2315
68747	2.0000	1.2369	1.2315
68748	1.0000	0.6184	0.6158
68749	2.0000	1.2369	1.2315
68750	0.0000	0.0000	0.0000
68751	1.0000	0.6184	0.6158
68752	1.0000	0.6184	0.6158
68753	2.0000	1.2369	1.2315
68754	1.0000	0.6184	0.6158
68755	2.0000	1.2369	1.2315
68756	2.0000	1.2369	1.2315
68757	2.0000	1.2369	1.2315
68758	1.0000	0.6184	0.6158
68759	1.0000	0.6184	0.6158
68760	2.0000	1.2369	1.2315
68761	1.0000	0.6184	0.6158
68762	1.0000	0.6184	0.6158
68763	2.0000	1.2369	1.2315
68764	2.0000	1.2369	1.2315
68765	2.0000	1.2369	1.2315
68766	2.0000	1.2369	1.2315
68767	1.0000	0.6184	0.6158
68768	2.0000	1.2369	1.2315
68769	2.0000	1.2369	1.2315
68770	1.0000	0.6184	0.6158
68771	0.0000	0.0000	0.0000
68772	2.0000	1.2369	1.2315
68773	1.0000	0.6184	0.6158
68774	2.0000	1.2369	1.2315
68775	2.0000	1.2369	1.2315
68776	2.0000	1.2369	1.2315
68777	2.0000	1.2369	1.2315
68778	2.0000	1.2369	1.2315
68779	2.0000	1.2369	1.2315
68780	2.0000	1.2369	1.2315
68781	2.0000	1.2369	1.2315
68782	1.0000	0.6184	0.6158
68783	2.0000	1.2369	1.2315
68784	2.0000	1.2369	1.2315
68785	2.0000	1.2369	1.2315
68786	2.0000	1.2369	1.2315
68787	0.0000	0.0000	0.0000
68788	2.0000	1.2369	1.2315
68789	2.0000	1.2369	1.2315
68790	2.0000	1.2369	1.2315
68791	2.0000	1.2369	1.2315
68792	1.0000	0.6184	0.6158
68793	2.0000	1.2369	1.2315
68794	1.0000	0.6184	0.6158
68795	2.0000	1.2369	1.2315
68796	1.0000	0.6184	0.6158
68797	2.0000	1.2369	1.2315
68798	2.0000	1.2369	1.2315
68799	2.0000	1.2369	1.2315
68800	2.0000	1.2369	1.2315
68801	2.0000	1.2369	1.2315
68802	2.0000	1.2369	1.2315
68803	2.0000	1.2369	1.2315
68804	2.0000	1.2369	1.2315
68805	0.0000	0.0000	0.0000
68806	0.0000	0.0000	0.0000
68807	1.0000	0.6184	0.6158
68808	2.0000	1.2369	1.2315
68809	2.0000	1.2369	1.2315
68810	1.0000	0.6184	0.6158
68811	2.0000	1.2369	1.2315
68812	1.0000	0.6184	0.6158
68813	1.0000	0.6184	0.6158
68814	2.0000	1.2369	1.2315
68815	2.0000	1.2369	1.2315
68816	2.0000	1.2369	1.2315
68817	1.0000	0.6184	0.6158
68818	2.0000	1.2369	1.2315
68819	1.0000	0.6184	0.6158
68820	0.0000	0.0000	0.0000
68821	1.0000	0.6184	0.6158
68822	2.0000	1.2369	1.2315
68823	2.0000	1.2369	1.2315
68824	2.0000	1.2369	1.2315
68825	1.0000	0.6184	0.6158
68826	1.0000	0.6184	0.6158
68827	2.0000	1.2369	1.2315
68828	2.0000	1.2369	1.2315
68829	1.0000	0.6184	0.6158
68830	1.0000	0.6184	0.6158
68831	2.0000	1.2369	1.2315
68832	2.0000	1.2369	1.2315
68833	2.0000	1.2369	1.2315
68834	2.0000	1.2369	1.2315
68835	2.0000	1.2369	1.2315
68836	1.0000	0.6184	0.6158
68837	2.0000	1.2369	1.2315
68838	2.0000	1.2369	1.2315
68839	2.0000	1.2369	1.2315
68840	2.0000	1.2369	1.2315
68841	1.0000	0.6184	0.6158
68842	2.0000	1.2369	1.2315
68843	2.0000	1.2369	1.2315
68844	2.0000	1.2369	1.2315
68845	1.0000	0.6184	0.6158
68846	2.0000	1.2369	1.2315
68847	1.0000	0.6184	0.6158
68848	2.0000	1.2369	1.2315
68849	1.0000	0.6184	0.6158
68850	1.0000	0.6184	0.6158
68851	2.0000	1.2369	1.2315
68852	2.0000	1.2369	1.2315
68853	2.0000	1.2369	1.2315
68854	2.0000	1.2369	1.2315
68855	2.0000	1.2369	1.2315
68856	2.0000	1.2369	1.2315
68857	1.0000	0.6184	0.6158
68858	2.0000	1.2369	1.2315
68859	1.0000	0.6184	0.6158
68860	2.0000	1.2369	1.2315
68861	2.0000	1.2369	1.2315
68862	1.0000	0.6184	0.6158
68863	2.0000	1.2369	1.2315
68864	2.0000	1.2369	1.2315
68865	2.0000	1.2369	1.2315
68866	2.0000	1.2369	1.2315
68867	1.0000	0.6184	0.6158
68868	1.0000	0.6184	0.6158
68869	1.0000	0.6184	0.6158
68870	2.0000	1.2369	1.2315
68871	2.0000	1.2369	1.2315
68872	2.0000	1.2369	1.2315
68873	2.0000	1.2369	1.2315
68874	2.0000	1.2369	1.2315
68875	2.0000	1.2369	1.2315
68876	2.0000	1.2369	1.2315
68877	1.0000	0.6184	0.6158
68878	0.0000	0.0000	0.0000
68879	2.0000	1.2369	1.2315
68880	2.0000	1.2369	1.2315
68881	0.0000	0.0000	0.0000
68882	1.0000	0.6184	0.6158
68883	1.0000	0.6184	0.6158
68884	1.0000	0.6184	0.6158
68885	2.0000	1.2369	1.2315
68886	1.0000	0.6184	0.6158
68887	2.0000	1.2369	1.2315
68888	2.0000	1.2369	1.2315
68889	2.0000	1.2369	1.2315
68890	1.0000	0.6184	0.6158
68891	2.0000	1.2369	1.2315
68892	2.0000	1.2369	1.2315
68893	1.0000	0.6184	0.6158
68894	1.0000	0.6184	0.6158
68895	1.0000	0.6184	0.6158
68896	2.0000	1.2369	1.2315
68897	1.0000	0.6184	0.6158
68898	1.0000	0.6184	0.6158
68899	1.0000	0.6184	0.6158
68900	2.0000	1.2369	1.2315
68901	2.0000	1.2369	1.2315
68902	1.0000	0.6184	0.6158
68903	2.0000	1.2369	1.2315
68904	2.0000	1.2369	1.2315
68905	2.0000	1.2369	1.2315
68906	2.0000	1.2369	1.2315
68907	1.0000	0.6184	0.6158
68908	2.0000	1.2369	1.2315
68909	1.0000	0.6184	0.6158
68910	1.0000	0.6184	0.6158
68911	1.0000	0.6184	0.6158
68912	2.0000	1.2369	1.2315
68913	2.0000	1.2369	1.2315
68914	2.0000	1.2369	1.2315
68915	2.0000	1.2369	1.2315
68916	2.0000	1.2369	1.2315
68917	1.0000	0.6184	0.6158
68918	2.0000	1.2369	1.2315
68919	2.0000	1.2369	1.2315
68920	2.0000	1.2369	1.2315
68921	2.0000	1.2369	1.2315
68922	2.0000	1.2369	1.2315
68923	2.0000	1.2369	1.2315
68924	2.0000	1.2369	1.2315
68925	1.0000	0.6184	0.6158
68926	2.0000	1.2369	1.2315
68927	2.0000	1.2369	1.2315
68928	1.0000	0.6184	0.6158
68929	2.0000	1.2369	1.2315
68930	2.0000	1.2369	1.2315
68931	1.0000	0.6184	0.6158
68932	1.0000	0.6184	0.6158
68933	1.0000	0.6184	0.6158
68934	2.0000	1.2369	1.2315
68935	1.0000	0.6184	0.6158
68936	2.0000	1.2369	1.2315
68937	1.0000	0.6184	0.6158
68938	2.0000	1.2369	1.2315
68939	2.0000	1.2369	1.2315
68940	1.0000	0.6184	0.6158
68941	2.0000	1.2369	1.2315
68942	1.0000	0.6184	0.6158
68943	2.0000	1.2369	1.2315
68944	2.0000	1.2369	1.2315
68945	2.0000	1.2369	1.2315
68946	2.0000	1.2369	1.2315
68947	0.0000	0.0000	0.0000
68948	2.0000	1.2369	1.2315
68949	2.0000	1.2369	1.2315
68950	1.0000	0.6184	0.6158
68951	2.0000	1.2369	1.2315
68952	1.0000	0.6184	0.6158
68953	2.0000	1.2369	1.2315
68954	1.0000	0.6184	0.6158
68955	1.0000	0.6184	0.6158
68956	1.0000	0.6184	0.6158
68957	2.0000	1.2369	1.2315
68958	2.0000	1.2369	1.2315
68959	1.0000	0.6184	0.6158
68960	2.0000	1.2369	1.2315
68961	2.0000	1.2369	1.2315
68962	1.0000	0.6184	0.6158
68963	0.0000	0.0000	0.0000
68964	2.0000	1.2369	1.2315
68965	2.0000	1.2369	1.2315
68966	2.0000	1.2369	1.2315
68967	2.0000	1.2369	1.2315
68968	2.0000	1.2369	1.2315
68969	1.0000	0.6184	0.6158
68970	2.0000	1.2369	1.2315
68971	1.0000	0.6184	0.6158
68972	2.0000	1.2369	1.2315
68973	1.0000	0.6184	0.6158
68974	1.0000	0.6184	0.6158
68975	1.0000	0.6184	0.6158
68976	1.0000	0.6184	0.6158
68977	2.0000	1.2369	1.2315
68978	2.0000	1.2369	1.2315
68979	1.0000	0.6184	0.6158
68980	2.0000	1.2369	1.2315
68981	2.0000	1.2369	1.2315
68982	2.0000	1.2369	1.2315
68983	1.0000	0.6184	0.6158
68984	1.0000	0.6184	0.6158
68985	1.0000	0.6184	0.6158
68986	2.0000	1.2369	1.2315
68987	1.0000	0.6184	0.6158
68988	2.0000	1.2369	1.2315
68989	2.0000	1.2369	1.2315
68990	2.0000	1.2369	1.2315
68991	2.0000	1.2369	1.2315
68992	2.0000	1.2369	1.2315
68993	1.0000	0.6184	0.6158
68994	1.0000	0.6184	0.6158
68995	2.0000	1.2369	1.2315
68996	2.0000	1.2369	1.2315
68997	2.0000	1.2369	1.2315
68998	0.0000	0.0000	0.0000
68999	2.0000	1.2369	1.2315
69000	1.0000	0.6184	0.6158
69001	2.0000	1.2369	1.2315
69002	2.0000	1.2369	1.2315
69003	2.0000	1.2369	1.2315
69004	2.0000	1.2369	1.2315
69005	2.0000	1.2369	1.2315
69006	2.0000	1.2369	1.2315
69007	2.0000	1.2369	1.2315
69008	1.0000	0.6184	0.6158
69009	2.0000	1.2369	1.2315
69010	1.0000	0.6184	0.6158
69011	2.0000	1.2369	1.2315
69012	1.0000	0.6184	0.6158
69013	2.0000	1.2369	1.2315
69014	2.0000	1.2369	1.2315
69015	2.0000	1.2369	1.2315
69016	1.0000	0.6184	0.6158
69017	2.0000	1.2369	1.2315
69018	2.0000	1.2369	1.2315
69019	2.0000	1.2369	1.2315
69020	1.0000	0.6184	0.6158
69021	2.0000	1.2369	1.2315
69022	2.0000	1.2369	1.2315
69023	2.0000	1.2369	1.2315
69024	1.0000	0.6184	0.6158
69025	1.0000	0.6184	0.6158
69026	1.0000	0.6184	0.6158
69027	2.0000	1.2369	1.2315
69028	0.0000	0.0000	0.0000
69029	2.0000	1.2369	1.2315
69030	2.0000	1.2369	1.2315
69031	1.0000	0.6184	0.6158
69032	2.0000	1.2369	1.2315
69033	2.0000	1.2369	1.2315
69034	2.0000	1.2369	1.2315
69035	1.0000	0.6184	0.6158
69036	1.0000	0.6184	0.6158
69037	2.0000	1.2369	1.2315
69038	2.0000	1.2369	1.2315
69039	2.0000	1.2369	1.2315
69040	2.0000	1.2369	1.2315
69041	2.0000	1.2369	1.2315
69042	1.0000	0.6184	0.6158
69043	1.0000	0.6184	0.6158
69044	2.0000	1.2369	1.2315
69045	2.0000	1.2369	1.2315
69046	2.0000	1.2369	1.2315
69047	2.0000	1.2369	1.2315
69048	1.0000	0.6184	0.6158
69049	1.0000	0.6184	0.6158
69050	2.0000	1.2369	1.2315
69051	2.0000	1.2369	1.2315
69052	2.0000	1.2369	1.2315
69053	2.0000	1.2369	1.2315
69054	2.0000	1.2369	1.2315
69055	2.0000	1.2369	1.2315
69056	1.0000	0.6184	0.6158
69057	1.0000	0.6184	0.6158
69058	1.0000	0.6184	0.6158
69059	0.0000	0.0000	0.0000
69060	2.0000	1.2369	1.2315
69061	1.0000	0.6184	0.6158
69062	1.0000	0.6184	0.6158
69063	2.0000	1.2369	1.2315
69064	1.0000	0.6184	0.6158
69065	1.0000	0.6184	0.6158
69066	1.0000	0.6184	0.6158
69067	1.0000	0.6184	0.6158
69068	2.0000	1.2369	1.2315
69069	2.0000	1.2369	1.2315
69070	1.0000	0.6184	0.6158
69071	2.0000	1.2369	1.2315
69072	2.0000	1.2369	1.2315
69073	1.0000	0.6184	0.6158
69074	1.0000	0.6184	0.6158
69075	2.0000	1.2369	1.2315
69076	2.0000	1.2369	1.2315
69077	1.0000	0.6184	0.6158
69078	2.0000	1.2369	1.2315
69079	2.0000	1.2369	1.2315
69080	2.0000	1.2369	1.2315
69081	1.0000	0.6184	0.6158
69082	2.0000	1.2369	1.2315
69083	2.0000	1.2369	1.2315
69084	2.0000	1.2369	1.2315
69085	2.0000	1.2369	1.2315
69086	2.0000	1.2369	1.2315
69087	0.0000	0.0000	0.0000
69088	1.0000	0.6184	0.6158
69089	1.0000	0.6184	0.6158
69090	1.0000	0.6184	0.6158
69091	2.0000	1.2369	1.2315
69092	2.0000	1.2369	1.2315
69093	2.0000	1.2369	1.2315
69094	2.0000	1.2369	1.2315
69095	2.0000	1.2369	1.2315
69096	2.0000	1.2369	1.2315
69097	1.0000	0.6184	0.6158
69098	1.0000	0.6184	0.6158
69099	2.0000	1.2369	1.2315
69100	1.0000	0.6184	0.6158
69101	1.0000	0.6184	0.6158
69102	2.0000	1.2369	1.2315
69103	2.0000	1.2369	1.2315
69104	2.0000	1.2369	1.2315
69105	1.0000	0.6184	0.6158
69106	2.0000	1.2369	1.2315
69107	2.0000	1.2369	1.2315
69108	2.0000	1.2369	1.2315
69109	2.0000	1.2369	1.2315
69110	1.0000	0.6184	0.6158
69111	2.0000	1.2369	1.2315
69112	2.0000	1.2369	1.2315
69113	2.0000	1.2369	1.2315
69114	2.0000	1.2369	1.2315
69115	1.0000	0.6184	0.6158
69116	1.0000	0.6184	0.6158
69117	2.0000	1.2369	1.2315
69118	2.0000	1.2369	1.2315
69119	1.0000	0.6184	0.6158
69120	2.0000	1.2369	1.2315
69121	2.0000	1.2369	1.2315
69122	2.0000	1.2369	1.2315
69123	1.0000	0.6184	0.6158
69124	2.0000	1.2369	1.2315
69125	1.0000	0.6184	0.6158
69126	1.0000	0.6184	0.6158
69127	2.0000	1.2369	1.2315
69128	2.0000	1.2369	1.2315
69129	1.0000	0.6184	0.6158
69130	2.0000	1.2369	1.2315
